name,description,price,category,image_url,active
NORDESTINA - Brotinha,"Ingredientes: Molho, mussarela, carne de sol, cebola roxa, cheiro verde, pimenta calabresa e orégano. | Tamanho: Brotinha | Fatias: - | Limite de sabores: 1 sabor | Tabela de preço: Especiais | Observação: qualquer pizza montada com sabor especial utiliza a tabela de preço das pizzas especiais.",20,Pizza Especial,/images/pizzas_cardapio/Nordestina.webp,true
NORDESTINA - P (4 Fatias),"Ingredientes: Molho, mussarela, carne de sol, cebola roxa, cheiro verde, pimenta calabresa e orégano. | Tamanho: P | Fatias: 4 Fatias | Limite de sabores: até 2 sabores | Tabela de preço: Especiais | Observação: qualquer pizza montada com sabor especial utiliza a tabela de preço das pizzas especiais.",35,Pizza Especial,/images/pizzas_cardapio/Nordestina.webp,true
NORDESTINA - M (6 Fatias),"Ingredientes: Molho, mussarela, carne de sol, cebola roxa, cheiro verde, pimenta calabresa e orégano. | Tamanho: M | Fatias: 6 Fatias | Limite de sabores: até 3 sabores | Tabela de preço: Especiais | Observação: qualquer pizza montada com sabor especial utiliza a tabela de preço das pizzas especiais.",45,Pizza Especial,/images/pizzas_cardapio/Nordestina.webp,true
NORDESTINA - G (8 Fatias),"Ingredientes: Molho, mussarela, carne de sol, cebola roxa, cheiro verde, pimenta calabresa e orégano. | Tamanho: G | Fatias: 8 Fatias | Limite de sabores: até 3 sabores | Tabela de preço: Especiais | Observação: qualquer pizza montada com sabor especial utiliza a tabela de preço das pizzas especiais.",55,Pizza Especial,/images/pizzas_cardapio/Nordestina.webp,true
NORDESTINA - F (10 Fatias),"Ingredientes: Molho, mussarela, carne de sol, cebola roxa, cheiro verde, pimenta calabresa e orégano. | Tamanho: F | Fatias: 10 Fatias | Limite de sabores: até 4 sabores | Tabela de preço: Especiais | Observação: qualquer pizza montada com sabor especial utiliza a tabela de preço das pizzas especiais.",70,Pizza Especial,/images/pizzas_cardapio/Nordestina.webp,true
NORDESTINA - XF (12 Fatias),"Ingredientes: Molho, mussarela, carne de sol, cebola roxa, cheiro verde, pimenta calabresa e orégano. | Tamanho: XF | Fatias: 12 Fatias | Limite de sabores: até 4 sabores | Tabela de preço: Especiais | Observação: qualquer pizza montada com sabor especial utiliza a tabela de preço das pizzas especiais.",80,Pizza Especial,/images/pizzas_cardapio/Nordestina.webp,true
NORDESTINA - GG (14 Fatias),"Ingredientes: Molho, mussarela, carne de sol, cebola roxa, cheiro verde, pimenta calabresa e orégano. | Tamanho: GG | Fatias: 14 Fatias | Limite de sabores: até 4 sabores | Tabela de preço: Especiais | Observação: qualquer pizza montada com sabor especial utiliza a tabela de preço das pizzas especiais.",100,Pizza Especial,/images/pizzas_cardapio/Nordestina.webp,true
NORDESTINA - Extra 70x70cm (16 Fatias),"Ingredientes: Molho, mussarela, carne de sol, cebola roxa, cheiro verde, pimenta calabresa e orégano. | Tamanho: Extra (70x70cm) | Fatias: 16 Fatias | Limite de sabores: até 4 sabores | Tabela de preço: Especiais | Observação: qualquer pizza montada com sabor especial utiliza a tabela de preço das pizzas especiais.",160,Pizza Especial,/images/pizzas_cardapio/Nordestina.webp,true
CARNE DE SOL - Brotinha,"Ingredientes: Molho, mussarela, carne de sol, cebola, tomate e orégano. | Tamanho: Brotinha | Fatias: - | Limite de sabores: 1 sabor | Tabela de preço: Especiais | Observação: qualquer pizza montada com sabor especial utiliza a tabela de preço das pizzas especiais.",20,Pizza Especial,/images/pizzas_cardapio/Carne de Sol.webp,true
CARNE DE SOL - P (4 Fatias),"Ingredientes: Molho, mussarela, carne de sol, cebola, tomate e orégano. | Tamanho: P | Fatias: 4 Fatias | Limite de sabores: até 2 sabores | Tabela de preço: Especiais | Observação: qualquer pizza montada com sabor especial utiliza a tabela de preço das pizzas especiais.",35,Pizza Especial,/images/pizzas_cardapio/Carne de Sol.webp,true
CARNE DE SOL - M (6 Fatias),"Ingredientes: Molho, mussarela, carne de sol, cebola, tomate e orégano. | Tamanho: M | Fatias: 6 Fatias | Limite de sabores: até 3 sabores | Tabela de preço: Especiais | Observação: qualquer pizza montada com sabor especial utiliza a tabela de preço das pizzas especiais.",45,Pizza Especial,/images/pizzas_cardapio/Carne de Sol.webp,true
CARNE DE SOL - G (8 Fatias),"Ingredientes: Molho, mussarela, carne de sol, cebola, tomate e orégano. | Tamanho: G | Fatias: 8 Fatias | Limite de sabores: até 3 sabores | Tabela de preço: Especiais | Observação: qualquer pizza montada com sabor especial utiliza a tabela de preço das pizzas especiais.",55,Pizza Especial,/images/pizzas_cardapio/Carne de Sol.webp,true
CARNE DE SOL - F (10 Fatias),"Ingredientes: Molho, mussarela, carne de sol, cebola, tomate e orégano. | Tamanho: F | Fatias: 10 Fatias | Limite de sabores: até 4 sabores | Tabela de preço: Especiais | Observação: qualquer pizza montada com sabor especial utiliza a tabela de preço das pizzas especiais.",70,Pizza Especial,/images/pizzas_cardapio/Carne de Sol.webp,true
CARNE DE SOL - XF (12 Fatias),"Ingredientes: Molho, mussarela, carne de sol, cebola, tomate e orégano. | Tamanho: XF | Fatias: 12 Fatias | Limite de sabores: até 4 sabores | Tabela de preço: Especiais | Observação: qualquer pizza montada com sabor especial utiliza a tabela de preço das pizzas especiais.",80,Pizza Especial,/images/pizzas_cardapio/Carne de Sol.webp,true
CARNE DE SOL - GG (14 Fatias),"Ingredientes: Molho, mussarela, carne de sol, cebola, tomate e orégano. | Tamanho: GG | Fatias: 14 Fatias | Limite de sabores: até 4 sabores | Tabela de preço: Especiais | Observação: qualquer pizza montada com sabor especial utiliza a tabela de preço das pizzas especiais.",100,Pizza Especial,/images/pizzas_cardapio/Carne de Sol.webp,true
CARNE DE SOL - Extra 70x70cm (16 Fatias),"Ingredientes: Molho, mussarela, carne de sol, cebola, tomate e orégano. | Tamanho: Extra (70x70cm) | Fatias: 16 Fatias | Limite de sabores: até 4 sabores | Tabela de preço: Especiais | Observação: qualquer pizza montada com sabor especial utiliza a tabela de preço das pizzas especiais.",160,Pizza Especial,/images/pizzas_cardapio/Carne de Sol.webp,true
4 QUEIJOS - Brotinha,"Ingredientes: Molho, mussarela, catupiry, requeijão, parmesão, cebola, tomate e orégano. | Tamanho: Brotinha | Fatias: - | Limite de sabores: 1 sabor | Tabela de preço: Especiais | Observação: qualquer pizza montada com sabor especial utiliza a tabela de preço das pizzas especiais.",20,Pizza Especial,/images/pizzas_cardapio/4 Queijos - segunda imagem.webp,true
4 QUEIJOS - P (4 Fatias),"Ingredientes: Molho, mussarela, catupiry, requeijão, parmesão, cebola, tomate e orégano. | Tamanho: P | Fatias: 4 Fatias | Limite de sabores: até 2 sabores | Tabela de preço: Especiais | Observação: qualquer pizza montada com sabor especial utiliza a tabela de preço das pizzas especiais.",35,Pizza Especial,/images/pizzas_cardapio/4 Queijos - segunda imagem.webp,true
4 QUEIJOS - M (6 Fatias),"Ingredientes: Molho, mussarela, catupiry, requeijão, parmesão, cebola, tomate e orégano. | Tamanho: M | Fatias: 6 Fatias | Limite de sabores: até 3 sabores | Tabela de preço: Especiais | Observação: qualquer pizza montada com sabor especial utiliza a tabela de preço das pizzas especiais.",45,Pizza Especial,/images/pizzas_cardapio/4 Queijos - segunda imagem.webp,true
4 QUEIJOS - G (8 Fatias),"Ingredientes: Molho, mussarela, catupiry, requeijão, parmesão, cebola, tomate e orégano. | Tamanho: G | Fatias: 8 Fatias | Limite de sabores: até 3 sabores | Tabela de preço: Especiais | Observação: qualquer pizza montada com sabor especial utiliza a tabela de preço das pizzas especiais.",55,Pizza Especial,/images/pizzas_cardapio/4 Queijos - segunda imagem.webp,true
4 QUEIJOS - F (10 Fatias),"Ingredientes: Molho, mussarela, catupiry, requeijão, parmesão, cebola, tomate e orégano. | Tamanho: F | Fatias: 10 Fatias | Limite de sabores: até 4 sabores | Tabela de preço: Especiais | Observação: qualquer pizza montada com sabor especial utiliza a tabela de preço das pizzas especiais.",70,Pizza Especial,/images/pizzas_cardapio/4 Queijos - segunda imagem.webp,true
4 QUEIJOS - XF (12 Fatias),"Ingredientes: Molho, mussarela, catupiry, requeijão, parmesão, cebola, tomate e orégano. | Tamanho: XF | Fatias: 12 Fatias | Limite de sabores: até 4 sabores | Tabela de preço: Especiais | Observação: qualquer pizza montada com sabor especial utiliza a tabela de preço das pizzas especiais.",80,Pizza Especial,/images/pizzas_cardapio/4 Queijos - segunda imagem.webp,true
4 QUEIJOS - GG (14 Fatias),"Ingredientes: Molho, mussarela, catupiry, requeijão, parmesão, cebola, tomate e orégano. | Tamanho: GG | Fatias: 14 Fatias | Limite de sabores: até 4 sabores | Tabela de preço: Especiais | Observação: qualquer pizza montada com sabor especial utiliza a tabela de preço das pizzas especiais.",100,Pizza Especial,/images/pizzas_cardapio/4 Queijos - segunda imagem.webp,true
4 QUEIJOS - Extra 70x70cm (16 Fatias),"Ingredientes: Molho, mussarela, catupiry, requeijão, parmesão, cebola, tomate e orégano. | Tamanho: Extra (70x70cm) | Fatias: 16 Fatias | Limite de sabores: até 4 sabores | Tabela de preço: Especiais | Observação: qualquer pizza montada com sabor especial utiliza a tabela de preço das pizzas especiais.",160,Pizza Especial,/images/pizzas_cardapio/4 Queijos - segunda imagem.webp,true
CARNE DE SOL COM BANANA - Brotinha,"Ingredientes: Molho, mussarela, carne de sol, banana frita, requeijão, cebola, tomate e orégano. | Tamanho: Brotinha | Fatias: - | Limite de sabores: 1 sabor | Tabela de preço: Especiais | Observação: qualquer pizza montada com sabor especial utiliza a tabela de preço das pizzas especiais.",20,Pizza Especial,/images/pizzas_cardapio/Carne de Sol com Banana.webp,true
CARNE DE SOL COM BANANA - P (4 Fatias),"Ingredientes: Molho, mussarela, carne de sol, banana frita, requeijão, cebola, tomate e orégano. | Tamanho: P | Fatias: 4 Fatias | Limite de sabores: até 2 sabores | Tabela de preço: Especiais | Observação: qualquer pizza montada com sabor especial utiliza a tabela de preço das pizzas especiais.",35,Pizza Especial,/images/pizzas_cardapio/Carne de Sol com Banana.webp,true
CARNE DE SOL COM BANANA - M (6 Fatias),"Ingredientes: Molho, mussarela, carne de sol, banana frita, requeijão, cebola, tomate e orégano. | Tamanho: M | Fatias: 6 Fatias | Limite de sabores: até 3 sabores | Tabela de preço: Especiais | Observação: qualquer pizza montada com sabor especial utiliza a tabela de preço das pizzas especiais.",45,Pizza Especial,/images/pizzas_cardapio/Carne de Sol com Banana.webp,true
CARNE DE SOL COM BANANA - G (8 Fatias),"Ingredientes: Molho, mussarela, carne de sol, banana frita, requeijão, cebola, tomate e orégano. | Tamanho: G | Fatias: 8 Fatias | Limite de sabores: até 3 sabores | Tabela de preço: Especiais | Observação: qualquer pizza montada com sabor especial utiliza a tabela de preço das pizzas especiais.",55,Pizza Especial,/images/pizzas_cardapio/Carne de Sol com Banana.webp,true
CARNE DE SOL COM BANANA - F (10 Fatias),"Ingredientes: Molho, mussarela, carne de sol, banana frita, requeijão, cebola, tomate e orégano. | Tamanho: F | Fatias: 10 Fatias | Limite de sabores: até 4 sabores | Tabela de preço: Especiais | Observação: qualquer pizza montada com sabor especial utiliza a tabela de preço das pizzas especiais.",70,Pizza Especial,/images/pizzas_cardapio/Carne de Sol com Banana.webp,true
CARNE DE SOL COM BANANA - XF (12 Fatias),"Ingredientes: Molho, mussarela, carne de sol, banana frita, requeijão, cebola, tomate e orégano. | Tamanho: XF | Fatias: 12 Fatias | Limite de sabores: até 4 sabores | Tabela de preço: Especiais | Observação: qualquer pizza montada com sabor especial utiliza a tabela de preço das pizzas especiais.",80,Pizza Especial,/images/pizzas_cardapio/Carne de Sol com Banana.webp,true
CARNE DE SOL COM BANANA - GG (14 Fatias),"Ingredientes: Molho, mussarela, carne de sol, banana frita, requeijão, cebola, tomate e orégano. | Tamanho: GG | Fatias: 14 Fatias | Limite de sabores: até 4 sabores | Tabela de preço: Especiais | Observação: qualquer pizza montada com sabor especial utiliza a tabela de preço das pizzas especiais.",100,Pizza Especial,/images/pizzas_cardapio/Carne de Sol com Banana.webp,true
CARNE DE SOL COM BANANA - Extra 70x70cm (16 Fatias),"Ingredientes: Molho, mussarela, carne de sol, banana frita, requeijão, cebola, tomate e orégano. | Tamanho: Extra (70x70cm) | Fatias: 16 Fatias | Limite de sabores: até 4 sabores | Tabela de preço: Especiais | Observação: qualquer pizza montada com sabor especial utiliza a tabela de preço das pizzas especiais.",160,Pizza Especial,/images/pizzas_cardapio/Carne de Sol com Banana.webp,true
NUTELLA PREMIUM - Brotinha,"Ingredientes: Mussarela, creme de avelã, leite ninho, morangos. | Tamanho: Brotinha | Fatias: - | Limite de sabores: 1 sabor | Tabela de preço: Especiais | Observação: qualquer pizza montada com sabor especial utiliza a tabela de preço das pizzas especiais.",20,Pizza Especial,/images/pizzas_cardapio/Nutella Premium.webp,true
NUTELLA PREMIUM - P (4 Fatias),"Ingredientes: Mussarela, creme de avelã, leite ninho, morangos. | Tamanho: P | Fatias: 4 Fatias | Limite de sabores: até 2 sabores | Tabela de preço: Especiais | Observação: qualquer pizza montada com sabor especial utiliza a tabela de preço das pizzas especiais.",35,Pizza Especial,/images/pizzas_cardapio/Nutella Premium.webp,true
NUTELLA PREMIUM - M (6 Fatias),"Ingredientes: Mussarela, creme de avelã, leite ninho, morangos. | Tamanho: M | Fatias: 6 Fatias | Limite de sabores: até 3 sabores | Tabela de preço: Especiais | Observação: qualquer pizza montada com sabor especial utiliza a tabela de preço das pizzas especiais.",45,Pizza Especial,/images/pizzas_cardapio/Nutella Premium.webp,true
NUTELLA PREMIUM - G (8 Fatias),"Ingredientes: Mussarela, creme de avelã, leite ninho, morangos. | Tamanho: G | Fatias: 8 Fatias | Limite de sabores: até 3 sabores | Tabela de preço: Especiais | Observação: qualquer pizza montada com sabor especial utiliza a tabela de preço das pizzas especiais.",55,Pizza Especial,/images/pizzas_cardapio/Nutella Premium.webp,true
NUTELLA PREMIUM - F (10 Fatias),"Ingredientes: Mussarela, creme de avelã, leite ninho, morangos. | Tamanho: F | Fatias: 10 Fatias | Limite de sabores: até 4 sabores | Tabela de preço: Especiais | Observação: qualquer pizza montada com sabor especial utiliza a tabela de preço das pizzas especiais.",70,Pizza Especial,/images/pizzas_cardapio/Nutella Premium.webp,true
NUTELLA PREMIUM - XF (12 Fatias),"Ingredientes: Mussarela, creme de avelã, leite ninho, morangos. | Tamanho: XF | Fatias: 12 Fatias | Limite de sabores: até 4 sabores | Tabela de preço: Especiais | Observação: qualquer pizza montada com sabor especial utiliza a tabela de preço das pizzas especiais.",80,Pizza Especial,/images/pizzas_cardapio/Nutella Premium.webp,true
NUTELLA PREMIUM - GG (14 Fatias),"Ingredientes: Mussarela, creme de avelã, leite ninho, morangos. | Tamanho: GG | Fatias: 14 Fatias | Limite de sabores: até 4 sabores | Tabela de preço: Especiais | Observação: qualquer pizza montada com sabor especial utiliza a tabela de preço das pizzas especiais.",100,Pizza Especial,/images/pizzas_cardapio/Nutella Premium.webp,true
NUTELLA PREMIUM - Extra 70x70cm (16 Fatias),"Ingredientes: Mussarela, creme de avelã, leite ninho, morangos. | Tamanho: Extra (70x70cm) | Fatias: 16 Fatias | Limite de sabores: até 4 sabores | Tabela de preço: Especiais | Observação: qualquer pizza montada com sabor especial utiliza a tabela de preço das pizzas especiais.",160,Pizza Especial,/images/pizzas_cardapio/Nutella Premium.webp,true
LOMBO CANADENSE - Brotinha,"Ingredientes: Molho, mussarela, lombo canadense, requeijão, bacon, abacaxi, cebola, tomate e orégano. | Tamanho: Brotinha | Fatias: - | Limite de sabores: 1 sabor | Tabela de preço: Especiais | Observação: qualquer pizza montada com sabor especial utiliza a tabela de preço das pizzas especiais.",20,Pizza Especial,/images/pizzas_cardapio/Lombo Canadense.webp,true
LOMBO CANADENSE - P (4 Fatias),"Ingredientes: Molho, mussarela, lombo canadense, requeijão, bacon, abacaxi, cebola, tomate e orégano. | Tamanho: P | Fatias: 4 Fatias | Limite de sabores: até 2 sabores | Tabela de preço: Especiais | Observação: qualquer pizza montada com sabor especial utiliza a tabela de preço das pizzas especiais.",35,Pizza Especial,/images/pizzas_cardapio/Lombo Canadense.webp,true
LOMBO CANADENSE - M (6 Fatias),"Ingredientes: Molho, mussarela, lombo canadense, requeijão, bacon, abacaxi, cebola, tomate e orégano. | Tamanho: M | Fatias: 6 Fatias | Limite de sabores: até 3 sabores | Tabela de preço: Especiais | Observação: qualquer pizza montada com sabor especial utiliza a tabela de preço das pizzas especiais.",45,Pizza Especial,/images/pizzas_cardapio/Lombo Canadense.webp,true
LOMBO CANADENSE - G (8 Fatias),"Ingredientes: Molho, mussarela, lombo canadense, requeijão, bacon, abacaxi, cebola, tomate e orégano. | Tamanho: G | Fatias: 8 Fatias | Limite de sabores: até 3 sabores | Tabela de preço: Especiais | Observação: qualquer pizza montada com sabor especial utiliza a tabela de preço das pizzas especiais.",55,Pizza Especial,/images/pizzas_cardapio/Lombo Canadense.webp,true
LOMBO CANADENSE - F (10 Fatias),"Ingredientes: Molho, mussarela, lombo canadense, requeijão, bacon, abacaxi, cebola, tomate e orégano. | Tamanho: F | Fatias: 10 Fatias | Limite de sabores: até 4 sabores | Tabela de preço: Especiais | Observação: qualquer pizza montada com sabor especial utiliza a tabela de preço das pizzas especiais.",70,Pizza Especial,/images/pizzas_cardapio/Lombo Canadense.webp,true
LOMBO CANADENSE - XF (12 Fatias),"Ingredientes: Molho, mussarela, lombo canadense, requeijão, bacon, abacaxi, cebola, tomate e orégano. | Tamanho: XF | Fatias: 12 Fatias | Limite de sabores: até 4 sabores | Tabela de preço: Especiais | Observação: qualquer pizza montada com sabor especial utiliza a tabela de preço das pizzas especiais.",80,Pizza Especial,/images/pizzas_cardapio/Lombo Canadense.webp,true
LOMBO CANADENSE - GG (14 Fatias),"Ingredientes: Molho, mussarela, lombo canadense, requeijão, bacon, abacaxi, cebola, tomate e orégano. | Tamanho: GG | Fatias: 14 Fatias | Limite de sabores: até 4 sabores | Tabela de preço: Especiais | Observação: qualquer pizza montada com sabor especial utiliza a tabela de preço das pizzas especiais.",100,Pizza Especial,/images/pizzas_cardapio/Lombo Canadense.webp,true
LOMBO CANADENSE - Extra 70x70cm (16 Fatias),"Ingredientes: Molho, mussarela, lombo canadense, requeijão, bacon, abacaxi, cebola, tomate e orégano. | Tamanho: Extra (70x70cm) | Fatias: 16 Fatias | Limite de sabores: até 4 sabores | Tabela de preço: Especiais | Observação: qualquer pizza montada com sabor especial utiliza a tabela de preço das pizzas especiais.",160,Pizza Especial,/images/pizzas_cardapio/Lombo Canadense.webp,true
ESCONDIDINHO - Brotinha,"Ingredientes: Molho, mussarela, carne de sol, catupiry, batata palha, azeitona, cebola, tomate e orégano. | Tamanho: Brotinha | Fatias: - | Limite de sabores: 1 sabor | Tabela de preço: Especiais | Observação: qualquer pizza montada com sabor especial utiliza a tabela de preço das pizzas especiais.",20,Pizza Especial,/images/pizzas_cardapio/Escondidinho.webp,true
ESCONDIDINHO - P (4 Fatias),"Ingredientes: Molho, mussarela, carne de sol, catupiry, batata palha, azeitona, cebola, tomate e orégano. | Tamanho: P | Fatias: 4 Fatias | Limite de sabores: até 2 sabores | Tabela de preço: Especiais | Observação: qualquer pizza montada com sabor especial utiliza a tabela de preço das pizzas especiais.",35,Pizza Especial,/images/pizzas_cardapio/Escondidinho.webp,true
ESCONDIDINHO - M (6 Fatias),"Ingredientes: Molho, mussarela, carne de sol, catupiry, batata palha, azeitona, cebola, tomate e orégano. | Tamanho: M | Fatias: 6 Fatias | Limite de sabores: até 3 sabores | Tabela de preço: Especiais | Observação: qualquer pizza montada com sabor especial utiliza a tabela de preço das pizzas especiais.",45,Pizza Especial,/images/pizzas_cardapio/Escondidinho.webp,true
ESCONDIDINHO - G (8 Fatias),"Ingredientes: Molho, mussarela, carne de sol, catupiry, batata palha, azeitona, cebola, tomate e orégano. | Tamanho: G | Fatias: 8 Fatias | Limite de sabores: até 3 sabores | Tabela de preço: Especiais | Observação: qualquer pizza montada com sabor especial utiliza a tabela de preço das pizzas especiais.",55,Pizza Especial,/images/pizzas_cardapio/Escondidinho.webp,true
ESCONDIDINHO - F (10 Fatias),"Ingredientes: Molho, mussarela, carne de sol, catupiry, batata palha, azeitona, cebola, tomate e orégano. | Tamanho: F | Fatias: 10 Fatias | Limite de sabores: até 4 sabores | Tabela de preço: Especiais | Observação: qualquer pizza montada com sabor especial utiliza a tabela de preço das pizzas especiais.",70,Pizza Especial,/images/pizzas_cardapio/Escondidinho.webp,true
ESCONDIDINHO - XF (12 Fatias),"Ingredientes: Molho, mussarela, carne de sol, catupiry, batata palha, azeitona, cebola, tomate e orégano. | Tamanho: XF | Fatias: 12 Fatias | Limite de sabores: até 4 sabores | Tabela de preço: Especiais | Observação: qualquer pizza montada com sabor especial utiliza a tabela de preço das pizzas especiais.",80,Pizza Especial,/images/pizzas_cardapio/Escondidinho.webp,true
ESCONDIDINHO - GG (14 Fatias),"Ingredientes: Molho, mussarela, carne de sol, catupiry, batata palha, azeitona, cebola, tomate e orégano. | Tamanho: GG | Fatias: 14 Fatias | Limite de sabores: até 4 sabores | Tabela de preço: Especiais | Observação: qualquer pizza montada com sabor especial utiliza a tabela de preço das pizzas especiais.",100,Pizza Especial,/images/pizzas_cardapio/Escondidinho.webp,true
ESCONDIDINHO - Extra 70x70cm (16 Fatias),"Ingredientes: Molho, mussarela, carne de sol, catupiry, batata palha, azeitona, cebola, tomate e orégano. | Tamanho: Extra (70x70cm) | Fatias: 16 Fatias | Limite de sabores: até 4 sabores | Tabela de preço: Especiais | Observação: qualquer pizza montada com sabor especial utiliza a tabela de preço das pizzas especiais.",160,Pizza Especial,/images/pizzas_cardapio/Escondidinho.webp,true
ABACAXI - Brotinha,"Ingredientes: Mussarela, abacaxi e leite condensado. | Tamanho: Brotinha | Fatias: - | Limite de sabores: 1 sabor | Tabela de preço: Tradicionais/Doces",15,Pizza Doce,/images/pizzas_cardapio/Abacaxi.webp,true
ABACAXI - P (4 Fatias),"Ingredientes: Mussarela, abacaxi e leite condensado. | Tamanho: P | Fatias: 4 Fatias | Limite de sabores: até 2 sabores | Tabela de preço: Tradicionais/Doces",30,Pizza Doce,/images/pizzas_cardapio/Abacaxi.webp,true
ABACAXI - M (6 Fatias),"Ingredientes: Mussarela, abacaxi e leite condensado. | Tamanho: M | Fatias: 6 Fatias | Limite de sabores: até 3 sabores | Tabela de preço: Tradicionais/Doces",40,Pizza Doce,/images/pizzas_cardapio/Abacaxi.webp,true
ABACAXI - G (8 Fatias),"Ingredientes: Mussarela, abacaxi e leite condensado. | Tamanho: G | Fatias: 8 Fatias | Limite de sabores: até 3 sabores | Tabela de preço: Tradicionais/Doces",50,Pizza Doce,/images/pizzas_cardapio/Abacaxi.webp,true
ABACAXI - F (10 Fatias),"Ingredientes: Mussarela, abacaxi e leite condensado. | Tamanho: F | Fatias: 10 Fatias | Limite de sabores: até 4 sabores | Tabela de preço: Tradicionais/Doces",60,Pizza Doce,/images/pizzas_cardapio/Abacaxi.webp,true
ABACAXI - XF (12 Fatias),"Ingredientes: Mussarela, abacaxi e leite condensado. | Tamanho: XF | Fatias: 12 Fatias | Limite de sabores: até 4 sabores | Tabela de preço: Tradicionais/Doces",70,Pizza Doce,/images/pizzas_cardapio/Abacaxi.webp,true
ABACAXI - GG (14 Fatias),"Ingredientes: Mussarela, abacaxi e leite condensado. | Tamanho: GG | Fatias: 14 Fatias | Limite de sabores: até 4 sabores | Tabela de preço: Tradicionais/Doces",90,Pizza Doce,/images/pizzas_cardapio/Abacaxi.webp,true
ABACAXI - Extra 70x70cm (16 Fatias),"Ingredientes: Mussarela, abacaxi e leite condensado. | Tamanho: Extra (70x70cm) | Fatias: 16 Fatias | Limite de sabores: até 4 sabores | Tabela de preço: Tradicionais/Doces",150,Pizza Doce,/images/pizzas_cardapio/Abacaxi.webp,true
BANANA - Brotinha,"Ingredientes: Mussarela, banana, canela e leite condensado. | Tamanho: Brotinha | Fatias: - | Limite de sabores: 1 sabor | Tabela de preço: Tradicionais/Doces",15,Pizza Doce,/images/pizzas_cardapio/Banana com Canela.webp,true
BANANA - P (4 Fatias),"Ingredientes: Mussarela, banana, canela e leite condensado. | Tamanho: P | Fatias: 4 Fatias | Limite de sabores: até 2 sabores | Tabela de preço: Tradicionais/Doces",30,Pizza Doce,/images/pizzas_cardapio/Banana com Canela.webp,true
BANANA - M (6 Fatias),"Ingredientes: Mussarela, banana, canela e leite condensado. | Tamanho: M | Fatias: 6 Fatias | Limite de sabores: até 3 sabores | Tabela de preço: Tradicionais/Doces",40,Pizza Doce,/images/pizzas_cardapio/Banana com Canela.webp,true
BANANA - G (8 Fatias),"Ingredientes: Mussarela, banana, canela e leite condensado. | Tamanho: G | Fatias: 8 Fatias | Limite de sabores: até 3 sabores | Tabela de preço: Tradicionais/Doces",50,Pizza Doce,/images/pizzas_cardapio/Banana com Canela.webp,true
BANANA - F (10 Fatias),"Ingredientes: Mussarela, banana, canela e leite condensado. | Tamanho: F | Fatias: 10 Fatias | Limite de sabores: até 4 sabores | Tabela de preço: Tradicionais/Doces",60,Pizza Doce,/images/pizzas_cardapio/Banana com Canela.webp,true
BANANA - XF (12 Fatias),"Ingredientes: Mussarela, banana, canela e leite condensado. | Tamanho: XF | Fatias: 12 Fatias | Limite de sabores: até 4 sabores | Tabela de preço: Tradicionais/Doces",70,Pizza Doce,/images/pizzas_cardapio/Banana com Canela.webp,true
BANANA - GG (14 Fatias),"Ingredientes: Mussarela, banana, canela e leite condensado. | Tamanho: GG | Fatias: 14 Fatias | Limite de sabores: até 4 sabores | Tabela de preço: Tradicionais/Doces",90,Pizza Doce,/images/pizzas_cardapio/Banana com Canela.webp,true
BANANA - Extra 70x70cm (16 Fatias),"Ingredientes: Mussarela, banana, canela e leite condensado. | Tamanho: Extra (70x70cm) | Fatias: 16 Fatias | Limite de sabores: até 4 sabores | Tabela de preço: Tradicionais/Doces",150,Pizza Doce,/images/pizzas_cardapio/Banana com Canela.webp,true
CHOCOLATE - Brotinha,"Ingredientes: Mussarela, chocolate e leite condensado. | Tamanho: Brotinha | Fatias: - | Limite de sabores: 1 sabor | Tabela de preço: Tradicionais/Doces",15,Pizza Doce,/images/pizzas_cardapio/Chocolate Granulado.webp,true
CHOCOLATE - P (4 Fatias),"Ingredientes: Mussarela, chocolate e leite condensado. | Tamanho: P | Fatias: 4 Fatias | Limite de sabores: até 2 sabores | Tabela de preço: Tradicionais/Doces",30,Pizza Doce,/images/pizzas_cardapio/Chocolate Granulado.webp,true
CHOCOLATE - M (6 Fatias),"Ingredientes: Mussarela, chocolate e leite condensado. | Tamanho: M | Fatias: 6 Fatias | Limite de sabores: até 3 sabores | Tabela de preço: Tradicionais/Doces",40,Pizza Doce,/images/pizzas_cardapio/Chocolate Granulado.webp,true
CHOCOLATE - G (8 Fatias),"Ingredientes: Mussarela, chocolate e leite condensado. | Tamanho: G | Fatias: 8 Fatias | Limite de sabores: até 3 sabores | Tabela de preço: Tradicionais/Doces",50,Pizza Doce,/images/pizzas_cardapio/Chocolate Granulado.webp,true
CHOCOLATE - F (10 Fatias),"Ingredientes: Mussarela, chocolate e leite condensado. | Tamanho: F | Fatias: 10 Fatias | Limite de sabores: até 4 sabores | Tabela de preço: Tradicionais/Doces",60,Pizza Doce,/images/pizzas_cardapio/Chocolate Granulado.webp,true
CHOCOLATE - XF (12 Fatias),"Ingredientes: Mussarela, chocolate e leite condensado. | Tamanho: XF | Fatias: 12 Fatias | Limite de sabores: até 4 sabores | Tabela de preço: Tradicionais/Doces",70,Pizza Doce,/images/pizzas_cardapio/Chocolate Granulado.webp,true
